 initial abundance for selected isotopes
 1729   2.14513E-14  TC102
 1730   4.41473E-14  TC103
 1731   7.13146E-18  TC104
 1732   2.38960E-17  TC105
 1733   1.98520E-26  TC106
 1734   0.00000E+00  TC107
 1735   0.00000E+00  TC108
 1736   0.00000E+00  TC109
 1737   0.00000E+00  TC110
 1738   0.00000E+00  TC111
 1739   0.00000E+00  TC112
 1740   0.00000E+00  TC113
 1741   0.00000E+00  TC114
 1742   0.00000E+00  TC115
 1743   0.00000E+00  TC116
 1744   0.00000E+00  TC117
 1745   0.00000E+00  TC118
 1746   0.00000E+00  TC119
 1747   0.00000E+00  TC120
 1748   0.00000E+00  TC121
 1749   0.00000E+00  TC122
 1750   0.00000E+00  TC123
 1751   0.00000E+00  TC124
 1752   0.00000E+00  TC125
 1753   0.00000E+00  TC126
 1754   0.00000E+00  TC127
 1755   0.00000E+00  TC128
 1756   0.00000E+00  TC129
 1757   0.00000E+00  TC130
 1758   0.00000E+00  TC131
 1759   0.00000E+00  TC132
 1760   0.00000E+00  TC133
 1761   0.00000E+00  TC134
 1762   0.00000E+00  TC135
 1763   0.00000E+00  TC136
 1764   0.00000E+00  TC137
 1765   0.00000E+00  TC138
 1766   0.00000E+00  TC139
 1767   0.00000E+00  TC140
 1768   0.00000E+00  TC141
 1769   0.00000E+00  TC142
 1770   0.00000E+00  TC143
 1771   0.00000E+00  TC144
 1772   0.00000E+00  TC145
 1773   0.00000E+00  TC146
 1774   0.00000E+00  TC147
 1775   0.00000E+00  RU 81
 1776   0.00000E+00  RU 82
 1777   0.00000E+00  RU 83
 1778   0.00000E+00  RU 84
 1779   0.00000E+00  RU 85
 1780   0.00000E+00  RU 86
 1781   0.00000E+00  RU 87
 1782   0.00000E+00  RU 88
 1783   0.00000E+00  RU 89
 1784   0.00000E+00  RU 90
 1785   0.00000E+00  RU 91
 1786   0.00000E+00  RU 92
 1787   0.00000E+00  RU 93
 1788   3.59119E-17  RU 94
 1789   8.95536E-17  RU 95
 1790   7.78911E-14  RU 96
 1791   3.98016E-14  RU 97
 1792   8.38526E-13  RU 98
 1793   1.90253E-12  RU 99
 1794   3.39112E-10  RU100
 1795   4.07382E-11  RU101
 1796   3.37850E-09  RU102
 1797   2.66132E-11  RU103
 1798   1.03071E-09  RU104
 1799   1.04961E-12  RU105
 1800   1.32870E-11  RU106
 1801   9.23919E-21  RU107
 1802   0.00000E+00  RU108
 1803   0.00000E+00  RU109
 1804   0.00000E+00  RU110
 1805   0.00000E+00  RU111
 1806   0.00000E+00  RU112
 1807   0.00000E+00  RU113
 1808   0.00000E+00  RU114
 1809   0.00000E+00  RU115
 1810   0.00000E+00  RU116
 1811   0.00000E+00  RU117
 1812   0.00000E+00  RU118
 1813   0.00000E+00  RU119
 1814   0.00000E+00  RU120
 1815   0.00000E+00  RU121
 1816   0.00000E+00  RU122
 1817   0.00000E+00  RU123
 1818   0.00000E+00  RU124
 1819   0.00000E+00  RU125
 1820   0.00000E+00  RU126
 1821   0.00000E+00  RU127
 1822   0.00000E+00  RU128
 1823   0.00000E+00  RU129
 1824   0.00000E+00  RU130
 1825   0.00000E+00  RU131
 1826   0.00000E+00  RU132
 1827   0.00000E+00  RU133
 1828   0.00000E+00  RU134
 1829   0.00000E+00  RU135
 1830   0.00000E+00  RU136
 1831   0.00000E+00  RU137
 1832   0.00000E+00  RU138
 1833   0.00000E+00  RU139
 1834   0.00000E+00  RU140
 1835   0.00000E+00  RU141
 1836   0.00000E+00  RU142
 1837   0.00000E+00  RU143
 1838   0.00000E+00  RU144
 1839   0.00000E+00  RU145
 1840   0.00000E+00  RU146
 1841   0.00000E+00  RU147
 1842   0.00000E+00  RU148
 1843   0.00000E+00  RU149
 1844   0.00000E+00  RU150
 1845   0.00000E+00  RH 83
 1846   0.00000E+00  RH 84
 1847   0.00000E+00  RH 85
 1848   0.00000E+00  RH 86
 1849   0.00000E+00  RH 87
 1850   0.00000E+00  RH 88
 1851   0.00000E+00  RH 89
 1852   0.00000E+00  RH 90
 1853   0.00000E+00  RH 91
 1854   0.00000E+00  RH 92
 1855   0.00000E+00  RH 93
 1856   0.00000E+00  RH 94
 1857   0.00000E+00  RH 95
 1858   0.00000E+00  RH 96
 1859   0.00000E+00  RH 97
 1860   8.42708E-21  RH 98
 1861   4.55617E-17  RH 99
 1862   1.65720E-16  RH100
 1863   1.53949E-13  RH101
 1864   4.80661E-14  RH102
 1865   7.45384E-11  RH103
 1866   4.60316E-12  RH104
 1867   2.79725E-10  RH105
 1868   1.80429E-12  RH106
 1869   6.06715E-11  RH107
 1870   8.18657E-14  RH108
 1871   8.03508E-22  RH109
 1872   0.00000E+00  RH110
 1873   0.00000E+00  RH111
 1874   0.00000E+00  RH112
 1875   0.00000E+00  RH113
 1876   0.00000E+00  RH114
 1877   0.00000E+00  RH115
 1878   0.00000E+00  RH116
 1879   0.00000E+00  RH117
 1880   0.00000E+00  RH118
 1881   0.00000E+00  RH119
 1882   0.00000E+00  RH120
 1883   0.00000E+00  RH121
 1884   0.00000E+00  RH122
 1885   0.00000E+00  RH123
 1886   0.00000E+00  RH124
 1887   0.00000E+00  RH125
 1888   0.00000E+00  RH126
 1889   0.00000E+00  RH127
 1890   0.00000E+00  RH128
 1891   0.00000E+00  RH129
 1892   0.00000E+00  RH130
 1893   0.00000E+00  RH131
 1894   0.00000E+00  RH132
 1895   0.00000E+00  RH133
 1896   0.00000E+00  RH134
 1897   0.00000E+00  RH135
 1898   0.00000E+00  RH136
 1899   0.00000E+00  RH137
 1900   0.00000E+00  RH138
 1901   0.00000E+00  RH139
 1902   0.00000E+00  RH140
 1903   0.00000E+00  RH141
 1904   0.00000E+00  RH142
 1905   0.00000E+00  RH143
 1906   0.00000E+00  RH144
 1907   0.00000E+00  RH145
 1908   0.00000E+00  RH146
 1909   0.00000E+00  RH147
 1910   0.00000E+00  RH148
 1911   0.00000E+00  RH149
 1912   0.00000E+00  RH150
 1913   0.00000E+00  RH151
 1914   0.00000E+00  RH152
 1915   0.00000E+00  RH153
 1916   0.00000E+00  PD 86
 1917   0.00000E+00  PD 87
 1918   0.00000E+00  PD 88
 1919   0.00000E+00  PD 89
 1920   0.00000E+00  PD 90
 1921   0.00000E+00  PD 91
 1922   0.00000E+00  PD 92
 1923   0.00000E+00  PD 93
 1924   0.00000E+00  PD 94
 1925   0.00000E+00  PD 95
 1926   0.00000E+00  PD 96
 1927   0.00000E+00  PD 97
 1928   0.00000E+00  PD 98
 1929   7.01631E-19  PD 99
 1930   3.11450E-14  PD100
 1931   1.85759E-14  PD101
 1932   2.34534E-13  PD102
 1933   1.43467E-13  PD103
 1934   6.04781E-11  PD104
 1935   1.53317E-11  PD105
 1936   7.15761E-10  PD106
 1937   2.36216E-11  PD107
 1938   2.34818E-09  PD108
 1939   1.05633E-11  PD109
 1940   4.90510E-10  PD110
 1941   1.12585E-13  PD111
 1942   6.57293E-13  PD112
 1943   5.71159E-22  PD113
 1944   0.00000E+00  PD114
 1945   0.00000E+00  PD115
 1946   0.00000E+00  PD116
 1947   0.00000E+00  PD117
 1948   0.00000E+00  PD118
 1949   0.00000E+00  PD119
 1950   0.00000E+00  PD120
 1951   0.00000E+00  PD121
 1952   0.00000E+00  PD122
 1953   0.00000E+00  PD123
 1954   0.00000E+00  PD124
 1955   0.00000E+00  PD125
 1956   0.00000E+00  PD126
 1957   0.00000E+00  PD127
 1958   0.00000E+00  PD128
 1959   0.00000E+00  PD129
 1960   0.00000E+00  PD130
 1961   0.00000E+00  PD131
 1962   0.00000E+00  PD132
 1963   0.00000E+00  PD133
 1964   0.00000E+00  PD134
 1965   0.00000E+00  PD135
 1966   0.00000E+00  PD136
 1967   0.00000E+00  PD137
 1968   0.00000E+00  PD138
 1969   0.00000E+00  PD139
 1970   0.00000E+00  PD140
 1971   0.00000E+00  PD141
 1972   0.00000E+00  PD142
 1973   0.00000E+00  PD143
 1974   0.00000E+00  PD144
 1975   0.00000E+00  PD145
 1976   0.00000E+00  PD146
 1977   0.00000E+00  PD147
 1978   0.00000E+00  PD148
 1979   0.00000E+00  PD149
 1980   0.00000E+00  PD150
 1981   0.00000E+00  PD151
 1982   0.00000E+00  PD152
 1983   0.00000E+00  PD153
 1984   0.00000E+00  PD154
 1985   0.00000E+00  PD155
 1986   0.00000E+00  PD156
 1987   0.00000E+00  AG 88
 1988   0.00000E+00  AG 89
 1989   0.00000E+00  AG 90
 1990   0.00000E+00  AG 91
 1991   0.00000E+00  AG 92
 1992   0.00000E+00  AG 93
 1993   0.00000E+00  AG 94
 1994   0.00000E+00  AG 95
 1995   0.00000E+00  AG 96
 1996   0.00000E+00  AG 97
 1997   0.00000E+00  AG 98
 1998   0.00000E+00  AG 99
 1999   0.00000E+00  AG100
 2000   2.26409E-22  AG101
 2001   9.29133E-22  AG102
 2002   2.18213E-18  AG103
 2003   4.47903E-16  AG104
 2004   4.58539E-15  AG105
 2005   1.16505E-15  AG106
 2006   1.87643E-12  AG107
 2007   3.96785E-13  AG108
 2008   2.45594E-10  AG109
 2009   2.65173E-12  AG110
 2010   1.95689E-10  AG111
 2011   1.21550E-12  AG112
 2012   2.32183E-12  AG113
 2013   8.81807E-21  AG114
 2014   0.00000E+00  AG115
 2015   0.00000E+00  AG116
 2016   0.00000E+00  AG117
 2017   0.00000E+00  AG118
 2018   0.00000E+00  AG119
 2019   0.00000E+00  AG120
 2020   0.00000E+00  AG121
 2021   0.00000E+00  AG122
 2022   0.00000E+00  AG123
 2023   0.00000E+00  AG124
 2024   0.00000E+00  AG125
 2025   0.00000E+00  AG126
 2026   0.00000E+00  AG127
 2027   0.00000E+00  AG128
 2028   0.00000E+00  AG129
 2029   0.00000E+00  AG130
 2030   0.00000E+00  AG131
 2031   0.00000E+00  AG132
 2032   0.00000E+00  AG133
 2033   0.00000E+00  AG134
 2034   0.00000E+00  AG135
 2035   0.00000E+00  AG136
 2036   0.00000E+00  AG137
 2037   0.00000E+00  AG138
 2038   0.00000E+00  AG139
 2039   0.00000E+00  AG140
 2040   0.00000E+00  AG141
 2041   0.00000E+00  AG142
 2042   0.00000E+00  AG143
 2043   0.00000E+00  AG144
 2044   0.00000E+00  AG145
 2045   0.00000E+00  AG146
 2046   0.00000E+00  AG147
 2047   0.00000E+00  AG148
 2048   0.00000E+00  AG149
 2049   0.00000E+00  AG150
 2050   0.00000E+00  AG151
 2051   0.00000E+00  AG152
 2052   0.00000E+00  AG153
 2053   0.00000E+00  AG154
 2054   0.00000E+00  AG155
 2055   0.00000E+00  AG156
 2056   0.00000E+00  AG157
 2057   0.00000E+00  AG158
 2058   0.00000E+00  AG159
 2059   0.00000E+00  AG160
 2060   0.00000E+00  CD 90
 2061   0.00000E+00  CD 91
 2062   0.00000E+00  CD 92
 2063   0.00000E+00  CD 93
 2064   0.00000E+00  CD 94
 2065   0.00000E+00  CD 95
 2066   0.00000E+00  CD 96
 2067   0.00000E+00  CD 97
 2068   0.00000E+00  CD 98
 2069   0.00000E+00  CD 99
 2070   0.00000E+00  CD100
 2071   0.00000E+00  CD101
 2072   5.91307E-24  CD102
 2073   3.24739E-21  CD103
 2074   1.18267E-15  CD104
 2075   7.48148E-16  CD105
 2076   1.23266E-13  CD106
 2077   4.81987E-14  CD107
 2078   4.41963E-12  CD108
 2079   1.11911E-12  CD109
 2080   1.42274E-10  CD110
 2081   2.25518E-11  CD111
 2082   1.34143E-09  CD112
 2083   2.64881E-11  CD113
 2084   2.25747E-09  CD114
 2085   5.96286E-12  CD115
 2086   4.77703E-10  CD116
 2087   1.36553E-13  CD117
 2088   3.59950E-13  CD118
 2089   2.98180E-22  CD119
 2090   0.00000E+00  CD120
 2091   0.00000E+00  CD121
 2092   0.00000E+00  CD122
 2093   0.00000E+00  CD123
 2094   0.00000E+00  CD124
 2095   0.00000E+00  CD125
 2096   0.00000E+00  CD126
 2097   0.00000E+00  CD127
 2098   0.00000E+00  CD128
 2099   0.00000E+00  CD129
 2100   0.00000E+00  CD130
 2101   0.00000E+00  CD131
 2102   0.00000E+00  CD132
 2103   0.00000E+00  CD133
 2104   0.00000E+00  CD134
 2105   0.00000E+00  CD135
 2106   0.00000E+00  CD136
 2107   0.00000E+00  CD137
 2108   0.00000E+00  CD138
 2109   0.00000E+00  CD139
 2110   0.00000E+00  CD140
 2111   0.00000E+00  CD141
 2112   0.00000E+00  CD142
 2113   0.00000E+00  CD143
 2114   0.00000E+00  CD144
 2115   0.00000E+00  CD145
 2116   0.00000E+00  CD146
 2117   0.00000E+00  CD147
 2118   0.00000E+00  CD148
 2119   0.00000E+00  CD149
 2120   0.00000E+00  CD150
 2121   0.00000E+00  CD151
 2122   0.00000E+00  CD152
 2123   0.00000E+00  CD153
 2124   0.00000E+00  CD154
 2125   0.00000E+00  CD155
 2126   0.00000E+00  CD156
 2127   0.00000E+00  CD157
 2128   0.00000E+00  CD158
 2129   0.00000E+00  CD159
 2130   0.00000E+00  CD160
 2131   0.00000E+00  CD161
 2132   0.00000E+00  CD162
 2133   0.00000E+00  CD163
 2134   0.00000E+00  IN 92
 2135   0.00000E+00  IN 93
 2136   0.00000E+00  IN 94
 2137   0.00000E+00  IN 95
 2138   0.00000E+00  IN 96
 2139   0.00000E+00  IN 97
 2140   0.00000E+00  IN 98
 2141   0.00000E+00  IN 99
 2142   0.00000E+00  IN100
 2143   0.00000E+00  IN101
 2144   0.00000E+00  IN102
 2145   0.00000E+00  IN103
 2146   0.00000E+00  IN104
 2147   0.00000E+00  IN105
 2148   3.93881E-24  IN106
 2149   4.46791E-21  IN107
 2150   2.51907E-18  IN108
 2151   4.00938E-17  IN109
 2152   1.83539E-15  IN110
 2153   8.16479E-15  IN111
 2154   2.63131E-15  IN112
 2155   3.99933E-13  IN113
 2156   1.64046E-15  IN114
 2157   8.49320E-11  IN115
 2158   1.68128E-12  IN116
 2159   7.84573E-11  IN117
 2160   2.69530E-13  IN118
 2161   4.25384E-13  IN119
 2162   2.32277E-21  IN120
 2163   0.00000E+00  IN121
 2164   0.00000E+00  IN122
 2165   0.00000E+00  IN123
 2166   0.00000E+00  IN124
 2167   0.00000E+00  IN125
 2168   0.00000E+00  IN126
 2169   0.00000E+00  IN127
 2170   0.00000E+00  IN128
 2171   0.00000E+00  IN129
 2172   0.00000E+00  IN130
 2173   0.00000E+00  IN131
 2174   0.00000E+00  IN132
 2175   0.00000E+00  IN133
 2176   0.00000E+00  IN134
 2177   0.00000E+00  IN135
 2178   0.00000E+00  IN136
 2179   0.00000E+00  IN137
 2180   0.00000E+00  IN138
 2181   0.00000E+00  IN139
 2182   0.00000E+00  IN140
 2183   0.00000E+00  IN141
 2184   0.00000E+00  IN142
 2185   0.00000E+00  IN143
 2186   0.00000E+00  IN144
 2187   0.00000E+00  IN145
 2188   0.00000E+00  IN146
 2189   0.00000E+00  IN147
 2190   0.00000E+00  IN148
 2191   0.00000E+00  IN149
 2192   0.00000E+00  IN150
 2193   0.00000E+00  IN151
 2194   0.00000E+00  IN152
 2195   0.00000E+00  IN153
 2196   0.00000E+00  IN154
 2197   0.00000E+00  IN155
 2198   0.00000E+00  IN156
 2199   0.00000E+00  IN157
 2200   0.00000E+00  IN158
 2201   0.00000E+00  IN159
 2202   0.00000E+00  IN160
 2203   0.00000E+00  IN161
 2204   0.00000E+00  IN162
 2205   0.00000E+00  IN163
 2206   0.00000E+00  IN164
 2207   0.00000E+00  IN165
 2208   0.00000E+00  IN166
 2209   0.00000E+00  SN 94
 2210   0.00000E+00  SN 95
 2211   0.00000E+00  SN 96
 2212   0.00000E+00  SN 97
 2213   0.00000E+00  SN 98
 2214   0.00000E+00  SN 99
 2215   0.00000E+00  SN100
 2216   0.00000E+00  SN101
 2217   0.00000E+00  SN102
 2218   0.00000E+00  SN103
 2219   0.00000E+00  SN104
 2220   0.00000E+00  SN105
 2221   0.00000E+00  SN106
 2222   0.00000E+00  SN107
 2223   3.71577E-19  SN108
 2224   6.82602E-19  SN109
 2225   2.18614E-14  SN110
 2226   6.41774E-15  SN111
 2227   5.28537E-13  SN112
 2228   1.10470E-13  SN113
 2229   2.49145E-11  SN114
 2230   1.16002E-11  SN115
 2231   6.65891E-10  SN116
 2232   8.33043E-11  SN117
 2233   3.85781E-09  SN118
 2234   9.78406E-11  SN119
 2235   5.13636E-09  SN120
 2236   3.38134E-11  SN121
 2237   8.89733E-10  SN122
 2238   1.01999E-12  SN123
 2239   3.60390E-11  SN124
 2240   8.94454E-15  SN125
 2241   7.19651E-14  SN126
 2242   6.61035E-18  SN127
 2243   3.69309E-18  SN128
 2244   7.09069E-23  SN129
 2245   8.35794E-24  SN130
 2246   0.00000E+00  SN131
 2247   0.00000E+00  SN132
 2248   0.00000E+00  SN133
 2249   0.00000E+00  SN134
 2250   0.00000E+00  SN135
 2251   0.00000E+00  SN136
 2252   0.00000E+00  SN137
 2253   0.00000E+00  SN138
 2254   0.00000E+00  SN139
 2255   0.00000E+00  SN140
 2256   0.00000E+00  SN141
 2257   0.00000E+00  SN142
 2258   0.00000E+00  SN143
 2259   0.00000E+00  SN144
 2260   0.00000E+00  SN145
 2261   0.00000E+00  SN146
 2262   0.00000E+00  SN147
 2263   0.00000E+00  SN148
 2264   0.00000E+00  SN149
 2265   0.00000E+00  SN150
 2266   0.00000E+00  SN151
 2267   0.00000E+00  SN152
 2268   0.00000E+00  SN153
 2269   0.00000E+00  SN154
 2270   0.00000E+00  SN155
 2271   0.00000E+00  SN156
 2272   0.00000E+00  SN157
 2273   0.00000E+00  SN158
 2274   0.00000E+00  SN159
 2275   0.00000E+00  SN160
 2276   0.00000E+00  SN161
 2277   0.00000E+00  SN162
 2278   0.00000E+00  SN163
 2279   0.00000E+00  SN164
 2280   0.00000E+00  SN165
 2281   0.00000E+00  SN166
 2282   0.00000E+00  SN167
 2283   0.00000E+00  SN168
 2284   0.00000E+00  SN169
 2285   0.00000E+00  SB 97
 2286   0.00000E+00  SB 98
 2287   0.00000E+00  SB 99
 2288   0.00000E+00  SB100
 2289   0.00000E+00  SB101
 2290   0.00000E+00  SB102
 2291   0.00000E+00  SB103
 2292   0.00000E+00  SB104
 2293   0.00000E+00  SB105
 2294   0.00000E+00  SB106
 2295   0.00000E+00  SB107
 2296   0.00000E+00  SB108
 2297   0.00000E+00  SB109
 2298   0.00000E+00  SB110
 2299   0.00000E+00  SB111
 2300   1.37379E-24  SB112
 2301   4.51220E-22  SB113
 2302   1.31146E-21  SB114
 2303   6.41314E-19  SB115
 2304   1.27363E-18  SB116
 2305   4.84191E-15  SB117
 2306   3.18719E-15  SB118
 2307   1.79732E-12  SB119
 2308   2.32628E-13  SB120
 2309   1.23603E-10  SB121
 2310   5.89680E-12  SB122
 2311   2.79082E-10  SB123
 2312   3.44963E-12  SB124
 2313   7.08838E-11  SB125
 2314   1.81505E-13  SB126
 2315   1.47581E-12  SB127
 2316   3.91421E-16  SB128
 2317   1.71220E-15  SB129
 2318   1.54435E-19  SB130
 2319   1.22453E-19  SB131
 2320   1.30739E-23  SB132
 2321   4.37946E-25  SB133
 2322   0.00000E+00  SB134
 2323   0.00000E+00  SB135
 2324   0.00000E+00  SB136
 2325   0.00000E+00  SB137
 2326   0.00000E+00  SB138
 2327   0.00000E+00  SB139
 2328   0.00000E+00  SB140
 2329   0.00000E+00  SB141
 2330   0.00000E+00  SB142
 2331   0.00000E+00  SB143
 2332   0.00000E+00  SB144
 2333   0.00000E+00  SB145
 2334   0.00000E+00  SB146
 2335   0.00000E+00  SB147
 2336   0.00000E+00  SB148
 2337   0.00000E+00  SB149
 2338   0.00000E+00  SB150
 2339   0.00000E+00  SB151
 2340   0.00000E+00  SB152
 2341   0.00000E+00  SB153
 2342   0.00000E+00  SB154
 2343   0.00000E+00  SB155
 2344   0.00000E+00  SB156
 2345   0.00000E+00  SB157
 2346   0.00000E+00  SB158
 2347   0.00000E+00  SB159
 2348   0.00000E+00  SB160
 2349   0.00000E+00  SB161
 2350   0.00000E+00  SB162
 2351   0.00000E+00  SB163
 2352   0.00000E+00  SB164
 2353   0.00000E+00  SB165
 2354   0.00000E+00  SB166
 2355   0.00000E+00  SB167
 2356   0.00000E+00  SB168
 2357   0.00000E+00  SB169
 2358   0.00000E+00  SB170
 2359   0.00000E+00  SB171
 2360   0.00000E+00  SB172
 2361   0.00000E+00  TE 99
 2362   0.00000E+00  TE100
 2363   0.00000E+00  TE101
 2364   0.00000E+00  TE102
 2365   0.00000E+00  TE103
 2366   0.00000E+00  TE104
 2367   0.00000E+00  TE105
 2368   0.00000E+00  TE106
 2369   0.00000E+00  TE107
 2370   0.00000E+00  TE108
 2371   0.00000E+00  TE109
 2372   0.00000E+00  TE110
 2373   0.00000E+00  TE111
 2374   0.00000E+00  TE112
 2375   0.00000E+00  TE113
 2376   0.00000E+00  TE114
 2377   3.18864E-25  TE115
 2378   7.45853E-19  TE116
 2379   2.59402E-19  TE117
 2380   9.89538E-16  TE118
 2381   3.63295E-16  TE119
 2382   1.27444E-13  TE120
 2383   3.28754E-14  TE121
 2384   3.24072E-11  TE122
 2385   4.39469E-12  TE123
 2386   6.07957E-10  TE124
 2387   2.20891E-11  TE125
 2388   1.99943E-09  TE126
 2389   1.38174E-11  TE127
 2390   6.10734E-10  TE128
 2391   1.44071E-12  TE129
 2392   1.59179E-10  TE130
 2393   8.91713E-14  TE131
 2394   1.84934E-13  TE132
 2395   3.30388E-17  TE133
 2396   4.56283E-18  TE134
 2397   0.00000E+00  TE135
 2398   0.00000E+00  TE136
 2399   0.00000E+00  TE137
 2400   0.00000E+00  TE138
 2401   0.00000E+00  TE139
 2402   0.00000E+00  TE140
 2403   0.00000E+00  TE141
 2404   0.00000E+00  TE142
 2405   0.00000E+00  TE143
 2406   0.00000E+00  TE144
 2407   0.00000E+00  TE145
 2408   0.00000E+00  TE146
 2409   0.00000E+00  TE147
 2410   0.00000E+00  TE148
 2411   0.00000E+00  TE149
 2412   0.00000E+00  TE150
 2413   0.00000E+00  TE151
 2414   0.00000E+00  TE152
 2415   0.00000E+00  TE153
 2416   0.00000E+00  TE154
 2417   0.00000E+00  TE155
 2418   0.00000E+00  TE156
 2419   0.00000E+00  TE157
 2420   0.00000E+00  TE158
 2421   0.00000E+00  TE159
 2422   0.00000E+00  TE160
 2423   0.00000E+00  TE161
 2424   0.00000E+00  TE162
 2425   0.00000E+00  TE163
 2426   0.00000E+00  TE164
 2427   0.00000E+00  TE165
 2428   0.00000E+00  TE166
 2429   0.00000E+00  TE167
 2430   0.00000E+00  TE168
 2431   0.00000E+00  TE169
 2432   0.00000E+00  TE170
 2433   0.00000E+00  TE171
 2434   0.00000E+00  TE172
 2435   0.00000E+00  TE173
 2436   0.00000E+00  TE174
 2437   0.00000E+00  TE175
 2438   0.00000E+00  TE176
 2439   0.00000E+00  I 101
 2440   0.00000E+00  I 102
 2441   0.00000E+00  I 103
 2442   0.00000E+00  I 104
 2443   0.00000E+00  I 105
 2444   0.00000E+00  I 106
 2445   0.00000E+00  I 107
 2446   0.00000E+00  I 108
 2447   0.00000E+00  I 109
 2448   0.00000E+00  I 110
 2449   0.00000E+00  I 111
 2450   0.00000E+00  I 112
 2451   0.00000E+00  I 113
 2452   0.00000E+00  I 114
 2453   0.00000E+00  I 115
 2454   0.00000E+00  I 116
 2455   0.00000E+00  I 117
 2456   2.85049E-26  I 118
 2457   3.25352E-22  I 119
 2458   2.16475E-19  I 120
 2459   3.82990E-17  I 121
 2460   1.27163E-17  I 122
 2461   1.78483E-14  I 123
 2462   7.76466E-15  I 124
 2463   2.73471E-12  I 125
 2464   3.88503E-13  I 126
 2465   1.30219E-10  I 127
 2466   7.56031E-12  I 128
 2467   2.82018E-10  I 129
 2468   3.31770E-12  I 130
 2469   4.33686E-11  I 131
 2470   1.08450E-13  I 132
 2471   5.13047E-13  I 133
 2472   3.71426E-16  I 134
 2473   3.47888E-16  I 135
 2474   0.00000E+00  I 136
 2475   0.00000E+00  I 137
 2476   0.00000E+00  I 138
 2477   0.00000E+00  I 139
 2478   0.00000E+00  I 140
 2479   0.00000E+00  I 141
 2480   0.00000E+00  I 142
 2481   0.00000E+00  I 143
 2482   0.00000E+00  I 144
 2483   0.00000E+00  I 145
 2484   0.00000E+00  I 146
 2485   0.00000E+00  I 147
 2486   0.00000E+00  I 148
 2487   0.00000E+00  I 149
 2488   0.00000E+00  I 150
 2489   0.00000E+00  I 151
 2490   0.00000E+00  I 152
 2491   0.00000E+00  I 153
 2492   0.00000E+00  I 154
 2493   0.00000E+00  I 155
 2494   0.00000E+00  I 156
 2495   0.00000E+00  I 157
 2496   0.00000E+00  I 158
 2497   0.00000E+00  I 159
 2498   0.00000E+00  I 160
 2499   0.00000E+00  I 161
 2500   0.00000E+00  I 162
 2501   0.00000E+00  I 163
 2502   0.00000E+00  I 164
 2503   0.00000E+00  I 165
 2504   0.00000E+00  I 166
 2505   0.00000E+00  I 167
 2506   0.00000E+00  I 168
 2507   0.00000E+00  I 169
 2508   0.00000E+00  I 170
 2509   0.00000E+00  I 171
 2510   0.00000E+00  I 172
 2511   0.00000E+00  I 173
 2512   0.00000E+00  I 174
 2513   0.00000E+00  I 175
 2514   0.00000E+00  I 176
 2515   0.00000E+00  I 177
 2516   0.00000E+00  I 178
 2517   0.00000E+00  I 179
 2518   0.00000E+00  XE103
 2519   0.00000E+00  XE104
 2520   0.00000E+00  XE105
 2521   0.00000E+00  XE106
 2522   0.00000E+00  XE107
 2523   0.00000E+00  XE108
 2524   0.00000E+00  XE109
 2525   0.00000E+00  XE110
 2526   0.00000E+00  XE111
 2527   0.00000E+00  XE112
 2528   0.00000E+00  XE113
 2529   0.00000E+00  XE114
 2530   0.00000E+00  XE115
 2531   0.00000E+00  XE116
 2532   0.00000E+00  XE117
 2533   0.00000E+00  XE118
 2534   4.03826E-25  XE119
 2535   2.49229E-19  XE120
 2536   4.52999E-18  XE121
 2537   2.08481E-15  XE122
 2538   1.37619E-15  XE123
 2539   6.74676E-14  XE124
 2540   2.33571E-14  XE125
 2541   1.09250E-12  XE126
 2542   2.65239E-13  XE127
 2543   9.40740E-11  XE128
 2544   1.28171E-11  XE129
 2545   1.14969E-09  XE130
 2546   4.57257E-11  XE131
 2547   2.89475E-09  XE132
 2548   3.48483E-11  XE133
 2549   8.51413E-10  XE134
 2550   4.22575E-12  XE135
 2551   2.63711E-10  XE136
 2552   2.73236E-19  XE137
 2553   1.00381E-24  XE138
 2554   0.00000E+00  XE139
 2555   0.00000E+00  XE140
 2556   0.00000E+00  XE141
 2557   0.00000E+00  XE142
 2558   0.00000E+00  XE143
 2559   0.00000E+00  XE144
 2560   0.00000E+00  XE145
 2561   0.00000E+00  XE146
 2562   0.00000E+00  XE147
 2563   0.00000E+00  XE148
 2564   0.00000E+00  XE149
 2565   0.00000E+00  XE150
 2566   0.00000E+00  XE151
 2567   0.00000E+00  XE152
 2568   0.00000E+00  XE153
 2569   0.00000E+00  XE154
 2570   0.00000E+00  XE155
 2571   0.00000E+00  XE156
 2572   0.00000E+00  XE157
 2573   0.00000E+00  XE158
 2574   0.00000E+00  XE159
 2575   0.00000E+00  XE160
 2576   0.00000E+00  XE161
 2577   0.00000E+00  XE162
 2578   0.00000E+00  XE163
 2579   0.00000E+00  XE164
 2580   0.00000E+00  XE165
 2581   0.00000E+00  XE166
 2582   0.00000E+00  XE167
 2583   0.00000E+00  XE168
 2584   0.00000E+00  XE169
 2585   0.00000E+00  XE170
 2586   0.00000E+00  XE171
 2587   0.00000E+00  XE172
 2588   0.00000E+00  XE173
 2589   0.00000E+00  XE174
 2590   0.00000E+00  XE175
 2591   0.00000E+00  XE176
 2592   0.00000E+00  XE177
 2593   0.00000E+00  XE178
 2594   0.00000E+00  XE179
 2595   0.00000E+00  XE180
 2596   0.00000E+00  XE181
